state,cluster,county,total_pop,fips,white,black,asian,hispanic,area_land,lon,lat,votes_gop,votes_dem,total_votes,median_income,pop25,no_hs,some_hs,hs,some_college,associates,bachelors,graduate,never,rarely,sometimes,frequently,always,pop_density,per_white,per_black,per_asian,per_hispanic,per_total_votes,per_votes_gop,per_votes_dem,education,mask,per_gop
Arizona,2,Graham-Greenlee,48335,04009-04011,24123,752,302,17405,16743.438377,-109.70366016509726,33.013479189000584,9917.0,4393.0,15182.0,53240.39929657598,29486,1286,2751,9183,8967,2992,2822,1485,0.09814405710147925,0.07132307851453398,0.2232447501810282,0.05686014275369815,0.5512314678804179,2.8868025140162645,0.499079342091652,0.015558084203992966,0.006248060411709941,0.36009103134374676,0.3140995138098686,0.6532077460150177,0.2893558160980108,2.8150986909041578,2.893318878659356,0.6930118798043327
Arizona,3,Santa Cruz,46498,04023,6966,203,265,38711,3203.6132399999997,-110.84790882167036,31.525089978446267,3650.0,10684.0,14926.0,40467.0,29228,3404,3723,7957,6308,1698,3993,2145,0.028,0.002,0.058,0.07400000000000001,0.837,14.514236431361486,0.14981289517828725,0.0043657791732977765,0.005699169856768033,0.832530431416405,0.32100305389479117,0.24453972933136808,0.7157979364866676,2.6751060626796224,3.6879999999999997,0.25463931910143717
Arizona,4,Yuma,213787,04027,64453,3975,2484,138131,14281.127830000001,-113.90666743173635,32.76895712125095,20586.0,18336.0,40759.0,44058.0,130819,18357,18095,33924,31847,9281,12716,6599,0.008,0.013,0.046,0.129,0.804,14.96989611359007,0.3014823165112939,0.018593272743431546,0.01161904138231043,0.6461150584460233,0.19065237830176765,0.5050663657106406,0.4498638337545082,2.459749730543728,3.708,0.5289039617696932
Arizona,5,Coconino,143476,04005,77608,1855,2777,20542,48222.143094,-111.77083726893751,35.83920933713397,16573.0,25308.0,44929.0,57616.0,82119,3407,5108,17604,19355,7391,17349,11905,0.039,0.08,0.07,0.11,0.7020000000000001,2.9753136379758263,0.5409127658981293,0.012928991608352616,0.01935515347514567,0.14317377122306169,0.31314644958041765,0.36887088517438626,0.5632887444634869,3.4842119363362927,3.3580000000000005,0.3957164346601084
Arizona,6,Gila-Navajo,164942,04007-04017,79483,1201,1053,22958,38093.246943,-110.48142648192228,34.88332540630536,31837.0,22108.0,56807.0,40721.438760291494,108608,6027,11654,32101,32164,8411,11099,7152,0.08510505511028119,0.07721528779813511,0.049502588788786356,0.20351689684858923,0.5839876683925258,4.329953816927378,0.4818845412326757,0.007281347382716349,0.006384062276436566,0.13918832074304907,0.3444059123813219,0.5604414948861935,0.3891773901103737,2.802730922215675,3.122721829491579,0.5901751784224674
Arizona,7,Maricopa,4485414,04013,2446089,250899,194895,1408855,23825.949527,-112.49172496358442,33.34838405113694,590465.0,549040.0,1201934.0,61606.0,2811491,165555,188958,634810,685299,237799,571408,327662,0.023,0.025,0.059,0.158,0.7340000000000001,188.2575128817866,0.5453429716855568,0.055936642637669565,0.04345083865168299,0.31409698190624097,0.2679650083582028,0.4912624154071688,0.456797128627695,3.3038281111339143,3.5530000000000004,0.5181767521862564
Arizona,8,La Paz,21108,04012,11928,185,130,5982,11653.985203,-113.98100292794894,33.728542243738396,3381.0,1318.0,4931.0,33333.0,15910,1318,2288,5248,4185,899,1324,648,0.030999999999999996,0.064,0.162,0.173,0.57,1.8112259139102322,0.5650938032973281,0.008764449497820731,0.006158802349819974,0.2833996588971006,0.2336081106689407,0.685662137497465,0.2672885824376394,2.479132620993086,3.187,0.7195147903809321
Arizona,9,Apache,71887,04001,12935,356,303,4736,29001.320728,-109.48918259818164,35.395457511051724,5315.0,12196.0,18659.0,32963.0,44426,4410,4675,14708,12196,3248,3408,1781,0.055,0.063,0.030999999999999996,0.15,0.701,2.478749180915579,0.17993517604017417,0.004952216673390182,0.004214948460778722,0.06588117462128062,0.2595601430022118,0.28484913446594134,0.6536255962270218,2.507473101337055,3.3789999999999996,0.30352349951459084
Arizona,10,Cochise,125922,04003,68968,4847,2558,44988,15966.170808,-109.75175561905016,31.87902285152671,25036.0,15291.0,43147.0,48649.0,87467,4885,6330,20560,25538,10038,12527,7589,0.053,0.025,0.147,0.194,0.581,7.886800255005765,0.5477041343053637,0.03849208240021601,0.020314162735661757,0.35726878543860485,0.3426486237512111,0.5802489164947737,0.35439312119034927,3.114145906456149,3.2249999999999996,0.6208247576065663
Arkansas,0,Baxter-Boone-Calhoun-Carroll-Clay-Cleburne-Cleveland-Conway-Craighead-Crawford-Faulkner-Franklin-Fulton-Garland-Grant-Greene-Hot Spring-Independence-Izard-Johnson-Lawrence-Logan-Lonoke-Madison-Marion-Montgomery-Newton-Perry-Pike-Polk-Pope-Prairie-Randolph-Saline-Scott-Searcy-Sebastian-Sevier-Sharp-Stone-Van Buren-White-Yell,1510211,05005-05009-05013-05015-05021-05023-05025-05029-05031-05033-05045-05047-05049-05051-05053-05055-05059-05063-05065-05071-05075-05083-05085-05087-05089-05097-05101-05105-05109-05113-05115-05117-05121-05125-05127-05129-05131-05133-05135-05137-05141-05145-05149,1261394,87406,19083,97656,74882.156694,-92.6627500191199,35.33724142205499,397300.0,138193.0,562556.0,45575.52202573018,1011772,48975,90533,365861,233786,76698,126646,69273,0.08598218924375467,0.09487475458727292,0.1347738077659347,0.2463624831232192,0.43804229342787204,20.167835258422876,0.8352435520599439,0.05787668080817846,0.012635982654079463,0.06466381187794289,0.37250159083730683,0.70624080091582,0.24565198842426353,2.8457725653605754,2.8556789932002884,0.7419331345134297
Arkansas,1,Arkansas-Ashley-Bradley-Clark-Columbia-Cross-Dallas-Drew-Hempstead-Howard-Jackson-Jefferson-Lafayette-Lincoln-Little River-Miller-Mississippi-Monroe-Nevada-Ouachita-Poinsett-Union-Woodruff,476287,05001-05003-05011-05019-05027-05037-05039-05043-05057-05061-05067-05069-05073-05079-05081-05091-05093-05095-05099-05103-05111-05139-05147,290727,151966,2678,21263,43040.543990000006,-92.23795807982381,34.101333003643134,100802.0,67966.0,174433.0,39340.64209394756,330388,17877,35677,129311,73209,21487,34970,17857,0.08269673117259133,0.0868905155924894,0.1281997136180496,0.21883337777432516,0.48338072422719924,11.066007904329927,0.6104029713177139,0.31906392574225206,0.0056226602867598735,0.04464325081306019,0.3662350641524963,0.5778837719926849,0.38963957508040337,2.669182900105331,2.933312973060361,0.597281475161168
Arkansas,2,Pulaski,391911,05119,202287,147037,8755,24493,1965.5795,-92.31061781249143,34.76915989137545,61182.0,89377.0,157728.0,50093.0,266144,8968,16473,69644,62195,18138,55561,35165,0.028,0.027000000000000003,0.126,0.17500000000000002,0.644,199.38700011879448,0.5161554536616731,0.3751795688306784,0.022339255596296098,0.06249633207539467,0.40245872149544154,0.38789561777236764,0.5666527186041793,3.395503937717927,3.38,0.4063656108236638
Arkansas,3,Benton-Washington,518328,05007-05143,371146,13272,17359,88629,4634.968953,-94.23638511159058,36.14715474638043,101169.0,60190.0,172415.0,57444.310367180624,307001,18926,21965,85477,63120,17348,63693,36472,0.05931143793119415,0.03123124739547159,0.09130625781358523,0.17199792795295643,0.6466916701393711,111.82987529280221,0.7160446666975352,0.025605408158540538,0.033490376749857234,0.1709901838218271,0.3326368631445725,0.5867760925673521,0.34909955630310585,3.221383643701486,3.316604227438996,0.626980831561921
Arkansas,4,Chicot-Crittenden-Desha-Lee-Phillips-St. Francis,121067,05017-05035-05041-05077-05107-05123,48294,65528,713,4590,10245.62359,-90.89087426555025,34.3939683177825,17451.0,23003.0,41483.0,34720.679053747095,84002,5638,10997,30930,19054,5399,7850,4134,0.07251511972709325,0.02876063667225586,0.17114145886162208,0.26195020938818997,0.4654551611917368,11.816459870550448,0.3989030867205762,0.5412540163711003,0.005889300965581042,0.037912891208999974,0.34264498170434554,0.4206783501675385,0.5545163078851578,2.5674269660246183,3.018714827327017,0.4313788500519108
California,0,Calaveras-Tuolumne,100383,06009-06109,80097,1427,1433,12873,8393.908572,-120.14147534825807,38.08275539180007,26558.0,16318.0,45806.0,57251.20099020751,75725,1934,5334,21237,23812,8696,9672,5040,0.02492004622296604,0.032024834882400405,0.0904021796519331,0.2412671069802656,0.6113858322624349,11.959029472259541,0.7979139894205194,0.014215554426546328,0.014275325503322276,0.1282388452227967,0.4563123237998466,0.5797930402130725,0.35624154040955336,3.0720105645427536,3.382173844176803,0.6194141244519078
California,1,Yuba,78668,06115,42455,2841,5241,22925,1636.913845,-121.35345615543824,39.26206145275609,12313.0,7234.0,21058.0,52624.0,47201,3603,4875,10898,14749,5210,5531,2335,0.057,0.035,0.071,0.16699999999999998,0.669,48.058729688366704,0.5396730563888748,0.03611379468144608,0.06662175217369197,0.2914145522957238,0.26768190369654754,0.5847183968088138,0.34352740051286923,2.8266985868943455,3.354,0.629917634419604
California,2,Yolo,220500,06113,101321,5407,32112,70392,2628.144763,-121.90163215805894,38.683825581752394,13178.0,34460.0,50623.0,65923.0,126055,9026,8154,23271,24627,8553,26649,25775,0.006999999999999999,0.005,0.04,0.156,0.7909999999999998,83.89948799787632,0.4595056689342404,0.024521541950113378,0.1456326530612245,0.31923809523809527,0.2295827664399093,0.2603164569464473,0.6807182505975544,3.5752964975605885,3.716999999999999,0.2766279020949662
California,3,Tulare,466195,06107,128955,5737,15337,305824,12495.083015,-118.80202031475244,36.220265579016,50488.0,39099.0,94571.0,47518.0,269073,50901,30444,69974,58870,20391,25710,12783,0.025,0.039,0.115,0.136,0.685,37.31027632552308,0.2766117182723967,0.012306009287958901,0.032898250731989834,0.6560001716020121,0.20285717350035928,0.5338634465110869,0.41343540831756037,2.355546636043007,3.4170000000000003,0.5635639099422908
California,4,Ventura,846006,06111,378024,15115,62677,365835,4771.9683159999995,-119.09106132484173,34.44465745532402,118764.0,170489.0,307881.0,84017.0,566685,54147,34038,107135,130945,52862,117739,69819,0.024,0.011,0.033,0.15599999999999997,0.777,177.28659202606494,0.44683371039921704,0.017866303548674595,0.07408576298513249,0.4324260111630414,0.3639229509010574,0.3857464409950598,0.5537496630191535,3.282599680598569,3.653,0.4105886542231196
California,5,Siskiyou,43539,06093,32736,612,659,5744,16261.93326,-122.54097138866554,41.5917528215162,11212.0,7106.0,19836.0,44200.0,31792,1012,2169,8118,9692,3638,4730,2433,0.132,0.07400000000000001,0.08199999999999999,0.16699999999999998,0.546,2.6773569479032533,0.7518776269551437,0.014056363260525047,0.01513585521027125,0.13192769700728083,0.4555915386205471,0.5652349263964509,0.35823754789272033,3.1542840966280825,2.923,0.6120755540997925
California,6,Shasta,180080,06089,142556,1959,5425,18935,9778.230074,-122.03969952985149,40.763762482834714,47587.0,20471.0,72554.0,50905.0,126151,3000,8606,31314,40608,14628,18432,9563,0.09499999999999999,0.055999999999999994,0.071,0.23200000000000004,0.547,18.416420828430592,0.7916259440248778,0.010878498445135495,0.0301254997778765,0.10514771212794313,0.4028987116836961,0.6558838933759682,0.2821484687267415,3.1795863687168553,3.0820000000000003,0.6992124364512622
California,7,Tehama,65084,06103,43832,521,817,16776,7638.22875,-122.2372327060238,40.12557275240518,14981.0,6571.0,22875.0,42899.0,43334,3093,3673,13319,13211,3329,4820,1889,0.057,0.062,0.141,0.195,0.545,8.520823626812694,0.6734681334890296,0.008005039641079221,0.012553008419888144,0.25775920349087333,0.3514688709974802,0.6549071038251366,0.2872568306010929,2.739050168458947,3.109,0.6951095025983668
California,8,Trinity,12285,06105,10060,70,173,907,8234.265084999999,-123.11482270929363,40.64883152287688,2409.0,1876.0,4716.0,38497.0,9966,145,787,3325,2965,779,1482,483,0.081,0.07,0.05499999999999999,0.201,0.5920000000000001,1.4919364233705625,0.8188848188848189,0.005698005698005698,0.014082214082214082,0.07382987382987383,0.3838827838827839,0.5108142493638677,0.3977947413061917,2.985751555287979,3.1510000000000002,0.562193698949825
California,9,Stanislaus,550660,06099,222343,14861,30042,262068,3874.662824,-120.99738189604686,37.558660958103694,72960.0,73939.0,156141.0,57387.0,339918,39361,34303,97071,85468,26192,39083,18440,0.032,0.028,0.062,0.173,0.705,142.1181726030879,0.40377546943667597,0.0269876148621654,0.05455635056114481,0.4759161733192896,0.2835524643155486,0.46726996752934846,0.4735399414631647,2.6349649033002076,3.4909999999999997,0.4966677785417191
California,10,Solano,447643,06095,166389,61264,68450,122103,2128.327622,-121.93586488314304,38.26850569621038,49595.0,97159.0,156067.0,77609.0,299653,17045,18986,69822,84913,30391,54826,23670,0.043,0.046000000000000006,0.035,0.14800000000000002,0.728,210.32617129657308,0.37170021646714013,0.13685905956308933,0.15291203034561024,0.272768701844997,0.34864166311100586,0.31778018415167847,0.6225467267263419,3.1739478663654292,3.472,0.3379464954958638
California,11,San Luis Obispo,283111,06079,193943,4903,10259,64860,8548.611925,-120.40387954816092,35.388209712531626,52672.0,63001.0,124575.0,70699.0,187561,7742,9381,37163,48650,19702,40138,24785,0.025,0.024,0.037000000000000005,0.16899999999999998,0.745,33.117774263685504,0.6850422625754563,0.01731829565082247,0.03623667042255511,0.22909742115283405,0.4400217582502976,0.4228135661248244,0.5057274734095926,3.507472235699319,3.585,0.4553525887631513
California,12,Nevada,99755,06057,84530,526,1349,9732,2480.5873239999996,-120.76435714297371,39.30499218160335,14686.0,16199.0,33258.0,63240.0,75777,1491,2895,13945,21746,7946,17914,9840,0.003,0.054000000000000006,0.084,0.177,0.682,40.214266611321285,0.8473760713748685,0.0052729186506942005,0.013523131672597865,0.09755901959801513,0.33339682221442535,0.44157796620362016,0.48707077996271575,3.647769111999683,3.481,0.4755059090173223
California,13,Sacramento,1552058,06067,679726,151589,252671,366764,2500.490904,-121.34299756812094,38.45067071943609,163024.0,273768.0,467526.0,63902.0,1012283,65658,62194,225825,251910,98570,203352,104774,0.025,0.028,0.062000000000000006,0.16399999999999998,0.722,620.7013180960566,0.43795141676406424,0.09766967471576449,0.1627973954581594,0.23630817920464312,0.30122972208512827,0.348695045837023,0.5855674336828326,3.2691036004753613,3.532,0.3732302789428378
California,14,Mendocino,86749,06045,55820,708,1816,22379,9081.426659,-123.39113127817009,39.43811910049846,3571.0,6905.0,11435.0,49233.0,61799,3725,4376,15925,17621,4911,10087,5154,0.002,0.003,0.004,0.22200000000000003,0.7699999999999999,9.552353749840485,0.6434656307277318,0.008161477365733322,0.0209339588928979,0.25797415532167517,0.13181708146491602,0.31228683865325757,0.6038478355924792,3.0759721031084646,3.7569999999999997,0.3408743795341733
California,15,Sonoma,494336,06097,311002,8021,21090,134954,4081.491107,-122.88625288045628,38.52747526666988,37421.0,116027.0,164060.0,76753.0,357968,22149,20682,67183,88952,34129,78692,46181,0.022,0.012,0.022,0.149,0.795,121.11652017376306,0.6291307936302434,0.01622580592957017,0.04266328974624547,0.2730005502330399,0.33187953133091663,0.22809338047055955,0.7072229672071193,3.433172797568498,3.683,0.24386762942495177
California,16,Sierra,3005,06091,2467,12,17,381,2468.694587,-120.51674130367479,39.578430447558866,1048.0,601.0,1804.0,48125.0,2330,10,146,620,806,312,207,229,0.14,0.053,0.04700000000000001,0.14300000000000002,0.617,1.2172425118214918,0.8209650582362729,0.003993344425956739,0.005657237936772047,0.12678868552412645,0.6003327787021631,0.5809312638580931,0.33314855875831484,3.202145922746781,3.044,0.635536688902365
California,17,Monterey,434061,06053,127497,10919,24789,257721,8499.616962,-121.24133362853847,36.21861381821005,26378.0,64733.0,96676.0,66676.0,274528,53527,25289,56133,50049,22373,40485,26672,0.023,0.006,0.066,0.141,0.763,51.06830130588183,0.293730604684595,0.025155450501196837,0.05710948461160989,0.5937437364794349,0.22272445577925684,0.27284951797757456,0.6695870743514419,2.694264337335354,3.613,0.289514987213399
California,18,Sutter,96971,06101,43573,2108,15849,30907,1560.546527,-121.69351208147371,39.03480992297333,16780.0,11831.0,30429.0,56955.0,62221,7880,5817,14879,15827,6794,7345,3679,0.058,0.031,0.08,0.163,0.669,62.139127749313175,0.4493405244867022,0.02173845788947211,0.1634406162667189,0.318724154644172,0.3137948458817585,0.5514476321929738,0.38880673042163727,2.716623005094743,3.356,0.5864877145153962
California,19,Santa Cruz,273213,06087,155094,2718,12950,92922,1152.866293,-122.0066099557556,37.05579197082877,20158.0,85185.0,113509.0,78041.0,178865,16298,8025,28222,38820,15890,42317,29293,0.008,0.0,0.086,0.109,0.797,236.98585140263094,0.5676669850995377,0.009948282109562868,0.04739891586417923,0.3401082671761593,0.4154597328824031,0.1775894422468703,0.7504691257961924,3.532451849159981,3.6870000000000003,0.19135585658278195
California,20,Napa,137744,06055,71291,2859,11698,47660,1938.114186,-122.33283898635341,38.50735750867704,11946.0,26161.0,40393.0,84753.0,98220,9562,5108,17644,22545,9084,22549,11728,0.017,0.026,0.033,0.149,0.773,71.07114792048687,0.517561563480079,0.020755894993611336,0.08492565919386688,0.34600418167034497,0.29324689278661864,0.29574431213329044,0.6476617235659644,3.3341478313989006,3.6310000000000002,0.31348571128664027
California,21,Riverside,2470546,06065,841827,153649,161830,1236032,18664.901450999998,-115.99334380588756,33.74314859791757,309514.0,339145.0,683612.0,63948.0,1530229,139524,140771,411949,381521,122746,212065,121653,0.026,0.014,0.041,0.116,0.8029999999999999,132.3631955135577,0.3407453251224628,0.06219232509736714,0.06550373884963082,0.5003072195377054,0.2767048255729705,0.45276267824438426,0.49610744106305915,2.8691516106412833,3.6559999999999997,0.4771598019914932
California,22,Santa Barbara,446499,06083,195557,8047,24104,205535,7083.976828,-120.01884918803724,34.653294875674035,53740.0,100120.0,164224.0,71657.0,273815,33512,18530,49059,58863,21217,54801,37833,0.015,0.02,0.07499999999999998,0.153,0.737,63.02942695057613,0.4379785844985095,0.01802243678037353,0.053984443414206974,0.46032577900510413,0.3678037352827218,0.3272359703819174,0.6096551052221356,3.2105910925259757,3.577,0.3492785649291564
California,23,San Diego,3338330,06073,1500865,157113,398913,1140033,10900.649390999999,-116.73419351050386,33.03456148642573,386807.0,567243.0,1011651.0,74855.0,2223376,149313,136695,409272,498566,181508,521525,326497,0.017,0.023,0.034,0.126,0.8,306.25056180196526,0.4495855712287281,0.047063352035299086,0.11949477732878415,0.34149799450623514,0.30304104147882327,0.3823522143506011,0.5607101658575931,3.48280092975727,3.669,0.40543682196949843
California,24,San Francisco,881549,06075,354369,44339,311974,134309,121.375681,-122.43856719607278,37.75215113674499,34493.0,312443.0,365295.0,104552.0,689551,48708,30700,84630,95239,36270,236593,157411,0.017,0.011,0.035,0.12100000000000001,0.8170000000000001,7262.978816983939,0.40198446144230215,0.050296693660817494,0.3538929770211299,0.152355683007978,0.41437855411327107,0.09442505372370276,0.8553169356273697,3.9999767964951105,3.712,0.09942179537436299
California,25,Kern,900202,06029,295715,46976,42400,491545,21062.456129,-118.72777946094992,35.34329484379594,119164.0,86481.0,217725.0,52479.0,532100,72415,67169,147239,121060,38465,57030,28722,0.022,0.028,0.105,0.177,0.668,42.73964985311235,0.32849849256055863,0.05218384318186363,0.04710053965665484,0.5460385557908114,0.24186238199870697,0.547314272591572,0.3972028935583879,2.5111238489005827,3.441,0.5794646113447932
California,26,Modoc,8841,06049,6825,99,95,1291,10140.960152,-120.72448170142785,41.58965601985601,2413.0,798.0,3359.0,45149.0,6773,476,498,2185,1765,771,706,372,0.068,0.019,0.095,0.204,0.615,0.8718109397418723,0.7719714964370546,0.011197828299966068,0.010745390792896731,0.14602420540662822,0.37993439656147493,0.7183685620720452,0.23757070556713308,2.8065849697327625,3.2809999999999997,0.7514792899408284
California,27,Plumas,18807,06063,15627,191,179,1750,6612.400908,-120.83950347363005,40.00353138756449,5079.0,3224.0,8830.0,53270.0,14430,214,660,3638,4717,1811,1922,1468,0.063,0.067,0.053,0.146,0.6709999999999999,2.844201412114379,0.8309140213750199,0.010155793055777105,0.009517732759079066,0.09305045993513053,0.4695060349869729,0.57519818799547,0.365118912797282,3.309009009009009,3.295,0.6117066120679272
California,28,Placer,398329,06061,284920,6793,31567,57381,3644.325262,-120.72336985855188,39.06196458273138,78977.0,61969.0,150532.0,84357.0,265483,5604,8799,48289,70551,29895,68639,33706,0.012,0.022999999999999996,0.07200000000000001,0.201,0.693,109.30116588479198,0.7152881161050287,0.017053742007235227,0.0792485608630052,0.14405428678303614,0.3779087136512782,0.5246525655674541,0.41166662237929474,3.6990730103245784,3.542,0.5603351638216054
